,3.0,25,3,0
24463,3.0,59,59,49
4195,3.0,50,50,7
13323,4.0,2,2,0
31813,3.0,65,65,7
7284,3.0,46,43,0
22488,3.0,65,65,16
25541,3.0,45,45,1
10713,4.0,11,9,0
7977,3.0,51,44,0
17264,4.0,17,14,0
23278,3.0,125,116,11
19478,4.0,12,12,0
12953,4.0,17,15,0
11365,4.0,2,2,0
18937,4.0,17,15,0
22917,3.0,65,65,16
22268,3.0,73,73,36
800,3.0,25,25,5
21934,3.0,140,140,48
22774,3.0,135,135,61
10873,4.0,17,14,0
11655,4.0,17,15,0
3876,3.0,60,56,0
16588,4.0,6,6,0
17783,4.0,1,1,0
9191,4.0,11,9,0
23831,3.0,74,74,24
21545,3.0,73,73,36
15677,4.0,2,2,0
31904,3.0,65,65,6
4766,2.0,20,15,0
10324,4.0,11,9,0
2536,3.0,50,48,8
22631,3.0,70,70,44
7919,3.0,51,43,0
2097,3.0,25,25,13
14622,4.0,1,1,0
1784,3.0,25,25,5
16262,4.0,18,18,0
31242,3.0,75,75,3
3104,0.0,180,150,0
5286,2.0,20,16,0
2680,3.0,50,9,0
11311,4.0,1,1,0
2142,3.0,25,25,13
18681,4.0,1,1,0
2556,3.0,25,25,7
9057,4.0,11,9,0
23280,3.0,60,51,1
7283,3.0,46,43,0
21368,3.0,73,73,30
22948,3.0,135,135,59
3374,0.0,180,152,0
12952,4.0,17,14,0
2409,3.0,25,25,8
29817,3.0,60,60,20
17453,4.0,1,1,0
11565,4.0,18,18,0
248,3.0,25,21,4
21950,3.0,73,73,35
8548,3.0,55,43,0
19699,4.0,11,8,0
22534,3.0,135,135,56
1791,3.0,25,25,13
19922,4.0,12,10,0
14433,4.0,12,10,0
11704,4.0,6,6,0
23226,3.0,60,59,3
14937,4.0,9,9,0
14822,4.0,17,14,0
12157,4.0,2,2,0
27177,3.0,67,67,3
17464,4.0,1,1,0
10573,4.0,11,9,0
22283,3.0,73,73,36
11126,4.0,17,14,0
8022,3.0,51,43,0
4658,2.0,20,14,0
4122,3.0,60,58,1
2030,3.0,25,25,4
9740,4.0,11,9,0
30664,3.0,80,74,2
29194,3.0,60,59,10
23240,3.0,65,65,46
12591,4.0,1,1,0
31102,3.0,80,74,3
3954,3.0,60,56,0
21043,3.0,140,140,25
31755,3.0,75,69,4
13384,4.0,12,12,0
29919,3.0,60,60,18
18607,4.0,17,15,0
22146,3.0,67,67,14
10812,4.0,9,9,0
7456,3.0,46,43,0
19060,4.0,12,12,0
18457,4.0,9,9,0
1098,3.0,25,25,8
29651,3.0,60,60,18
7605,3.0,46,43,0
13421,4.0,12,10,0
24815,3.0,55,55,61
19120,4.0,2,2,0
26362,3.0,40,40,13
14149,4.0,1,1,0
4628,2.0,20,14,0
23287,3.0,125,124,20
6087,3.0,80,51,0
21499,3.0,140,140,43
185,3.0,25,20,4
19707,4.0,17,15,0
8790,3.0,55,43,0
9612,4.0,11,9,0
22403,3.0,73,73,38
26443,3.0,40,40,14
29440,3.0,60,60,16
22208,3.0,73,73,37
19037,4.0,1,1,0
15383,4.0,17,14,0
16388,4.0,11,8,0
16935,4.0,17,15,0
27032,3.0,67,64,2
24452,3.0,59,59,49
8576,3.0,55,43,0
6255,3.0,80,52,0
11811,4.0,12,12,0
18594,4.0,18,18,0
4469,3.0,50,12,0
15542,4.0,9,9,0
23881,3.0,74,74,27
7526,3.0,46,43,0
22138,3.0,140,140,49
24748,3.0,55,55,63
26780,3.0,40,40,14
24533,3.0,55,55,61
28054,3.0,65,65,21
18660,4.0,18,18,0
31255,3.0,75,75,4
26704,3.0,40,40,14
15718,4.0,9,9,0
18251,4.0,2,2,0
3915,3.0,60,55,0
3547,0.0,180,152,0
22354,3.0,140,140,50
8687,3.0,55,43,0
66,3.0,25,1,0
30575,3.0,80,74,3
11970,4.0,2,2,0
16040,4.0,2,2,0
11558,4.0,12,12,0
26038,3.0,40,40,22
26308,3.0,40,40,15
17778,4.0,2,2,0
623,3.0,25,25,6
8297,3.0,51,44,0
5837,3.0,80,49,0
14251,4.0,17,15,0
19827,4.0,17,14,0
8503,3.0,55,44,0
26706,3.0,40,40,14
9605,4.0,11,9,0
19195,4.0,6,6,0
15801,4.0,17,14,0
19430,4.0,18,18,0
6536,3.0,80,54,0
10711,4.0,11,9,0
1487,3.0,25,25,3
14155,4.0,11,8,0
5449,3.0,80,49,0
26015,3.0,40,40,22
15431,4.0,11,8,0
23089,3.0,135,135,61
6282,3.0,80,52,0
22657,3.0,135,135,59
11330,4.0,6,6,0
13314,4.0,18,18,0
31625,3.0,75,74,4
11690,4.0,12,12,0
12914,4.0,6,6,0
29458,3.0,60,60,17
26254,3.0,40,40,20
23417,3.0,74,74,13
3879,3.0,60,56,0
6183,3.0,80,52,0
2673,3.0,25,7,0
29780,3.0,60,60,19
16968,4.0,17,15,0
13536,4.0,17,15,0
9846,4.0,11,9,0
19119,4.0,12,10,0
12908,4.0,17,14,0
6451,3.0,80,52,0
4662,2.0,20,14,0
27049,3.0,67,66,3
15201,4.0,9,9,0
1912,3.0,50,50,18
2785,0.0,180,150,0
7934,3.0,51,43,0
24522,3.0,59,59,49
24128,3.0,59,59,46
29374,3.0,60,60,14
1589,3.0,25,25,4
6499,3.0,80,53,0
19584,4.0,18,18,0
9496,4.0,11,9,0
1550,3.0,25,25,4
13737,4.0,11,8,0
27416,3.0,67,67,6
6084,3.0,80,50,0
29895,3.0,60,60,20
19270,4.0,11,8,0
4649,2.0,20,14,0
16474,4.0,1,1,0
31914,3.0,65,65,6
15625,4.0,17,14,0
3044,0.0,180,150,0
16292,4.0,12,10,0
19105,4.0,11,8,0
30500,3.0,80,75,2
6642,3.0,80,53,0
27929,3.0,67,67,16
21095,3.0,73,73,21
29892,3.0,60,60,20
30538,3.0,65,0,0
15923,4.0,17,15,0
24327,3.0,59,59,48
14206,4.0,17,14,0
25499,3.0,45,45,1
16886,4.0,12,10,0
30879,3.0,80,75,2
27886,3.0,67,67,16
26883,3.0,40,32,0
18339,4.0,2,2,0
5738,3.0,80,49,0
20560,4.0,12,10,0
20470,4.0,9,9,0
11672,4.0,12,10,0
23347,3.0,55,55,48
7429,3.0,46,43,0
409,3.0,50,50,9
13982,4.0,12,10,0
3447,0.0,180,152,0
19385,4.0,1,1,0
17660,4.0,17,14,0
16335,4.0,6,6,0
11928,4.0,18,18,0
15204,4.0,2,2,0
31806,3.0,65,65,8
15725,4.0,17,15,0
23684,3.0,74,74,22
20661,3.0,60,58,9
27153,3.0,67,67,4
28841,3.0,65,64,4
1303,3.0,50,50,15
4909,2.0,20,14,0
14028,4.0,1,1,0
7020,3.0,80,52,0
24402,3.0,59,59,48
1787,3.0,25,25,5
9426,4.0,11,9,0
31063,3.0,80,75,3
10425,4.0,11,9,0
26515,3.0,40,40,15
22298,3.0,73,73,38
7076,3.0,80,52,0
3660,3.0,60,40,0
3378,0.0,180,152,0
18408,4.0,17,14,0
30096,3.0,60,60,19
23154,3.0,65,65,18
1102,3.0,50,50,15
26181,3.0,40,40,21
17571,4.0,18,18,0
23746,3.0,74,74,22
1681,3.0,50,50,18
5544,3.0,80,49,0
27126,3.0,67,66,3
7740,3.0,46,43,0
25778,3.0,44,44,12
31502,3.0,75,75,4
29032,3.0,60,60,9
20564,4.0,17,14,0
24495,3.0,59,59,49
21957,3.0,67,67,13
15229,4.0,17,14,0
21883,3.0,140,140,47
2029,3.0,50,50,16
13001,4.0,9,9,0
17991,4.0,17,15,0
12379,4.0,18,18,0
20104,4.0,1,1,0
31797,3.0,65,65,8
22535,3.0,70,70,42
22854,3.0,65,65,16
635,3.0,25,25,6
7714,3.0,46,43,0
23952,3.0,74,74,27
9149,4.0,11,9,0
4203,3.0,50,50,7
5392,3.0,80,49,0
12979,4.0,9,9,0
21336,3.0,67,67,8
3995,3.0,60,55,1
16700,4.0,2,2,0
8516,3.0,55,43,0
1494,3.0,25,25,12
10272,4.0,11,9,0
15517,4.0,1,1,0
8009,3.0,51,43,0
27918,3.0,67,67,16
21880,3.0,140,140,47
15605,4.0,1,1,0
9431,4.0,11,9,0
5477,3.0,80,49,0
17557,4.0,12,10,0
21276,3.0,67,67,8
18373,4.0,1,1,0
30571,3.0,80,74,3
349,3.0,50,49,12
19576,4.0,1,1,0
11193,4.0,17,15,0
111,3.0,25,25,5
22843,3.0,135,135,59
4222,3.0,50,50,7
17688,4.0,6,6,0
29739,3.0,60,60,19
2495,3.0,25,23,1
27707,3.0,67,67,11
26638,3.0,40,40,15
24518,3.0,59,59,49
20730,3.0,67,66,3
19043,4.0,2,2,0
12355,4.0,2,2,0
19703,4.0,2,2,0
28960,3.0,65,64,4
24151,3.0,74,74,30
15175,4.0,17,15,0
16123,4.0,12,12,0
26173,3.0,40,40,21
9269,4.0,11,9,0
12829,4.0,1,1,0
9543,4.0,11,9,0
4717,2.0,20,14,0
14154,4.0,12,12,0
17637,4.0,18,18,0
1927,3.0,50,50,16
9972,4.0,11,9,0
21097,3.0,140,140,26
24491,3.0,59,59,51
16570,4.0,18,18,0
11151,4.0,12,12,0
11442,4.0,2,2,0
7116,3.0,80,53,0
22623,3.0,65,65,17
23956,3.0,74,74,28
11148,4.0,17,14,0
3787,3.0,60,56,0
2763,0.0,180,151,0
21561,3.0,67,67,11
14644,4.0,1,1,0
17851,4.0,11,8,0
29360,3.0,60,60,16
9247,4.0,11,9,0
9320,4.0,11,9,0
3795,3.0,60,55,0
78,3.0,25,25,5
20529,4.0,1,1,0
3923,3.0,60,55,0
24051,3.0,74,74,28
12259,4.0,17,14,0
25721,3.0,45,45,5
23069,3.0,70,70,45
30886,3.0,80,75,2
23052,3.0,65,65,17
4608,2.0,20,15,0
16085,4.0,1,1,0
13204,4.0,18,18,0
26032,3.0,40,40,22
8430,3.0,51,44,0
22830,3.0,65,65,16
32087,3.0,65,65,5
15081,4.0,6,6,0
16640,4.0,12,12,0
1370,3.0,25,25,3
30865,3.0,80,75,2
20866,3.0,140,140,19
30278,3.0,60,60,19
30519,3.0,65,64,4
2656,3.0,50,9,0
11439,4.0,9,9,0
17675,4.0,11,8,0
9168,4.0,11,9,0
2475,3.0,25,25,10
24924,3.0,55,55,60
30781,3.0,80,74,2
3230,0.0,180,151,0
6470,3.0,80,52,0
1443,3.0,25,25,12
12223,4.0,2,2,0
13423,4.0,1,1,0
15962,4.0,12,10,0
4812,2.0,20,14,0
16131,4.0,17,14,0
8952,3.0,55,43,0
16017,4.0,12,10,0
29043,3.0,60,60,9
16543,4.0,9,9,0
1996,3.0,50,50,17
2691,0.0,180,151,0
16983,4.0,9,9,0
18103,4.0,12,12,0
22766,3.0,70,70,44
8550,3.0,55,43,0
31809,3.0,65,65,8
30890,3.0,80,75,2
19696,4.0,17,15,0
7273,3.0,46,43,0
874,3.0,50,50,14
26740,3.0,40,40,14
17429,4.0,17,14,0
30387,3.0,60,60,18
12974,4.0,17,14,0
6685,3.0,80,56,0
29889,3.0,60,60,20
13013,4.0,6,6,0
5104,2.0,20,16,0
7616,3.0,46,43,0
17532,4.0,11,8,0
12462,4.0,9,9,0
30166,3.0,60,60,20
23092,3.0,135,135,60
19587,4.0,1,1,0
28445,3.0,65,65,22
32194,3.0,65,64,4
12868,4.0,11,8,0
8880,3.0,55,43,0
4378,3.0,50,49,0
25271,3.0,45,44,0
29234,3.0,60,60,10
5263,2.0,20,16,0
18070,4.0,12,12,0
18314,4.0,9,9,0
16539,4.0,17,15,0
28116,3.0,65,65,21
19099,4.0,1,1,0
21993,3.0,67,67,13
12683,4.0,6,6,0
14742,4.0,2,2,0
4910,2.0,20,14,0
22503,3.0,65,64,16
7249,3.0,46,43,0
28647,3.0,65,65,22
31351,3.0,75,74,4
8941,3.0,55,44,0
1820,3.0,25,25,5
3630,3.0,60,37,0
26572,3.0,40,40,15
20214,4.0,1,1,0
30197,3.0,60,60,20
2568,3.0,25,7,0
11758,4.0,9,9,0
31777,3.0,65,65,8
14984,4.0,2,2,0
8931,3.0,55,42,0
29645,3.0,60,60,18
27008,3.0,67,64,2
21942,3.0,67,67,13
27760,3.0,67,67,14
3849,3.0,60,55,0
26125,3.0,40,40,21
9686,4.0,11,9,0
9552,4.0,11,9,0
17364,4.0,17,15,0
19778,4.0,6,6,0
16385,4.0,17,15,0
15037,4.0,6,6,0
21505,3.0,140,140,41
26358,3.0,40,40,13
2887,0.0,180,150,0
29574,3.0,60,60,18
25657,3.0,45,45,4
20262,4.0,6,6,0
13724,4.0,1,1,0
5341,2.0,20,15,0
6217,3.0,80,52,0
11891,4.0,6,6,0
11958,4.0,12,10,0
16574,4.0,12,12,0
18112,4.0,17,15,0
12310,4.0,12,10,0
6819,3.0,80,52,0
17157,4.0,12,12,0
324,3.0,25,25,4
6586,3.0,80,53,0
13242,4.0,11,8,0
18384,4.0,1,1,0
17533,4.0,9,9,0
12011,4.0,9,9,0
24883,3.0,55,55,60
10953,4.0,12,12,0
18581,4.0,2,2,0
28481,3.0,65,65,22
2948,0.0,180,150,0
32152,3.0,65,64,4
2905,0.0,180,150,0
27396,3.0,67,67,7
26336,3.0,40,40,14
17226,4.0,6,6,0
22691,3.0,70,70,43
15782,4.0,12,12,0
14281,4.0,1,1,0
31523,3.0,75,75,4
16473,4.0,17,15,0
11721,4.0,17,15,0
29219,3.0,60,60,9
12608,4.0,2,2,0
4114,3.0,60,56,2
11012,4.0,12,10,0
8688,3.0,55,43,0
16059,4.0,9,9,0
22055,3.0,73,73,35
6258,3.0,80,52,0
9700,4.0,11,9,0
1637,3.0,25,25,4
24137,3.0,74,74,31
18662,4.0,17,15,0
24212,3.0,59,59,46
9746,4.0,11,9,0
23772,3.0,74,74,23
11029,4.0,1,1,0
5920,3.0,80,50,0
6637,3.0,80,53,0
21550,3.0,140,140,45
29167,3.0,60,60,9
9208,4.0,11,9,0
13516,4.0,12,12,0
26542,3.0,40,40,15
9078,4.0,11,9,0
18338,4.0,12,10,0
22286,3.0,73,73,38
13718,4.0,12,10,0
8960,3.0,55,43,0
29806,3.0,60,60,20
28721,3.0,60,60,15
21642,3.0,67,67,11
15602,4.0,18,18,0
8560,3.0,55,43,0
12762,4.0,2,2,0
20222,4.0,18,18,0
12824,4.0,11,8,0
8335,3.0,51,45,0
5421,3.0,80,45,0
25677,3.0,45,45,10
4033,3.0,60,54,1
17898,4.0,12,10,0
26723,3.0,40,40,14
2068,3.0,50,50,16
15169,4.0,6,6,0
27054,3.0,67,66,2
24355,3.0,59,59,47
3319,0.0,180,152,0
15428,4.0,17,15,0
23672,3.0,74,74,22
7188,3.0,46,43,0
15369,4.0,2,2,0
19158,4.0,1,1,0
4806,2.0,20,14,0
7289,3.0,46,43,0
28428,3.0,65,65,22
29706,3.0,60,60,19
22013,3.0,73,73,35
15123,4.0,11,8,0
22432,3.0,140,140,51
30389,3.0,60,60,18
22663,3.0,135,135,60
24062,3.0,74,74,28
15510,4.0,6,6,0
25959,3.0,40,40,22
1422,3.0,25,25,12
23582,3.0,74,74,16
1048,3.0,50,50,16
21961,3.0,140,140,47
29222,3.0,60,60,9
14059,4.0,12,10,0
19656,4.0,9,9,0
24215,3.0,59,59,46
19224,4.0,1,1,0
13566,4.0,1,1,0
8877,3.0,55,43,0
13578,4.0,18,18,0
22599,3.0,65,65,17
25018,3.0,55,55,60
21856,3.0,140,140,47
23429,3.0,74,74,12
10130,4.0,11,9,0
30923,3.0,80,75,2
19485,4.0,18,18,0
23573,3.0,74,74,19
23473,3.0,74,74,13
29300,3.0,60,60,11
25572,3.0,45,45,1
4345,3.0,50,50,2
9480,4.0,11,9,0
6381,3.0,80,52,0
13133,4.0,9,9,0
14941,4.0,1,1,0
20548,4.0,6,6,0
27920,3.0,67,67,16
12722,4.0,17,15,0
25791,3.0,44,45,11
3543,0.0,180,152,0
25512,3.0,45,45,1
8041,3.0,51,44,0
21191,3.0,73,73,22
18657,4.0,12,10,0
27433,3.0,67,67,6
14543,4.0,12,10,0
24486,3.0,59,59,51
8856,3.0,55,43,0
6994,3.0,80,52,0
12348,4.0,17,15,0
28327,3.0,65,65,20
29053,3.0,60,60,9
13991,4.0,9,9,0
16857,4.0,17,14,0
6112,3.0,80,51,0
22102,3.0,140,140,48
17563,4.0,1,1,0
24802,3.0,55,55,61
9242,4.0,11,9,0
19526,4.0,12,10,0
869,3.0,25,25,5
22844,3.0,70,70,43
3314,0.0,180,152,0
4045,3.0,60,57,1
14617,4.0,11,8,0
23023,3.0,135,135,59
13407,4.0,11,8,0
31936,3.0,65,65,6
30679,3.0,80,74,2
9933,4.0,11,9,0
14901,4.0,1,1,0
8895,3.0,55,43,0
9155,4.0,11,9,0
25792,3.0,44,45,11
31107,3.0,80,76,2
5191,2.0,20,16,0
31692,3.0,75,74,4
1970,3.0,25,25,5
18465,4.0,1,1,0
14101,4.0,9,9,0
20105,4.0,12,12,0
25135,3.0,40,40,8
16316,4.0,1,1,0
9755,4.0,11,9,0
13719,4.0,2,2,0
3419,0.0,180,152,0
24708,3.0,55,55,61
27456,3.0,67,67,7
4373,3.0,50,49,0
23310,3.0,60,59,2
5578,3.0,80,49,0
13337,4.0,17,14,0
13165,4.0,11,8,0
11383,4.0,11,8,0
30222,3.0,60,60,19
2523,3.0,25,25,7
14380,4.0,1,1,0
18669,4.0,2,2,0
10992,4.0,1,1,0
15031,4.0,17,14,0
22729,3.0,135,135,59
30406,3.0,60,60,18
24323,3.0,59,59,48
17060,4.0,9,9,0
28475,3.0,65,65,22
21974,3.0,73,73,35
30833,3.0,80,75,2
26698,3.0,40,40,14
2079,3.0,25,25,13
5246,2.0,20,16,0
26811,3.0,40,40,14
15213,4.0,6,6,0
12410,4.0,2,2,0
29229,3.0,60,60,9
25071,3.0,55,55,61
13128,4.0,17,14,0
30582,3.0,80,75,2
7928,3.0,51,43,0
18902,4.0,18,18,0
25991,3.0,40,40,22
1755,3.0,25,25,13
4969,2.0,20,13,0
29705,3.0,60,60,19
32049,3.0,65,65,5
699,3.0,25,25,7
4918,2.0,20,13,0
9503,4.0,11,9,0
19482,4.0,12,10,0
2726,0.0,180,151,0
19638,4.0,1,1,0
27495,3.0,67,67,9
4100,3.0,60,57,1
29696,3.0,60,60,19
13590,4.0,17,14,0
31841,3.0,65,65,6
15239,4.0,18,18,0
12200,4.0,12,10,0
11241,4.0,9,9,0
17096,4.0,2,2,0
2916,0.0,180,150,0
14261,4.0,17,14,0
22211,3.0,73,73,37
11961,4.0,18,18,0
6839,3.0,80,52,0
21087,3.0,67,67,7
5630,3.0,80,49,0
19679,4.0,6,6,0
6377,3.0,80,52,0
17911,4.0,1,1,0
30720,3.0,80,74,2
15414,4.0,1,1,0
15268,4.0,6,6,0
1879,3.0,50,50,18
10494,4.0,11,9,0
10598,4.0,11,9,0
6068,3.0,80,50,0
28985,3.0,60,60,10
26859,3.0,40,40,14
17790,4.0,1,1,0
12153,4.0,11,8,0
3835,3.0,60,55,0
10962,4.0,17,15,0
18498,4.0,1,1,0
24965,3.0,55,55,60
9805,4.0,11,9,0
20539,4.0,2,2,0
21892,3.0,140,140,47
24980,3.0,55,55,60
26548,3.0,40,40,15
21589,3.0,140,140,45
14109,4.0,1,1,0
22715,3.0,70,70,42
23313,3.0,60,59,3
12679,4.0,1,1,0
31507,3.0,75,75,4
5884,3.0,80,49,0
23428,3.0,74,74,12
10872,4.0,18,18,0
20838,3.0,67,67,4
22569,3.0,65,65,17
25051,3.0,55,55,38
2642,3.0,25,2,0
17026,4.0,11,8,0
5717,3.0,80,49,0
18759,4.0,18,18,0
23375,3.0,74,74,12
10460,4.0,11,9,0
24959,3.0,55,55,60
926,3.0,25,25,4
1305,3.0,25,25,12
19966,4.0,12,10,0
8615,3.0,55,43,0
17896,4.0,9,9,0
10317,4.0,11,9,0
5405,3.0,80,53,0
14873,4.0,12,10,0
6493,3.0,80,53,0
10137,4.0,11,9,0
2099,3.0,25,25,4
12097,4.0,12,12,0
26291,3.0,40,40,15
3041,0.0,180,150,0
15631,4.0,6,6,0
9488,4.0,11,9,0
6725,3.0,80,52,0
13768,4.0,1,1,0
15553,4.0,9,9,0
23987,3.0,74,74,28
22121,3.0,73,73,35
9374,4.0,11,9,0
14510,4.0,12,10,0
26269,3.0,40,40,15
10439,4.0,11,9,0
11295,4.0,11,8,0
183,3.0,25,25,4
13616,4.0,11,8,0
2645,3.0,25,1,0
30904,3.0,80,75,2
30798,3.0,80,74,2
30960,3.0,80,75,2
3856,3.0,60,56,0
28748,3.0,60,24,0
30916,3.0,80,75,2
11098,4.0,9,9,0
18918,4.0,11,8,0
6254,3.0,80,52,0
1071,3.0,25,25,9
1475,3.0,25,25,4
16733,4.0,2,2,0
12112,4.0,12,10,0
16783,4.0,12,12,0
10009,4.0,11,9,0
30303,3.0,60,60,19
5044,2.0,20,14,0
30309,3.0,60,60,19
30597,3.0,80,74,2
25119,3.0,45,39,0
16673,4.0,12,12,0
28538,3.0,65,65,21
26154,3.0,40,40,21
7632,3.0,46,43,0
24473,3.0,55,55,56
25626,3.0,45,45,3
15041,4.0,18,18,0
25454,3.0,45,45,1
20903,3.0,73,72,19
16188,4.0,1,1,0
31974,3.0,65,65,5
7077,3.0,80,52,0
2875,0.0,180,150,0
18639,4.0,17,14,0
30334,3.0,60,60,19
23441,3.0,74,74,12
13263,4.0,12,12,0
2247,3.0,25,25,12
9410,4.0,11,9,0
29195,3.0,60,59,10
29881,3.0,60,60,19
12534,4.0,17,14,0
29906,3.0,60,60,18
8017,3.0,51,43,0
7149,3.0,80,50,0
12862,4.0,1,1,0
11185,4.0,11,8,0
6155,3.0,80,51,0
24006,3.0,74,74,29
30055,3.0,60,60,18
16759,4.0,17,15,0
2978,0.0,180,150,0
14398,4.0,9,9,0
25951,3.0,40,40,22
9469,4.0,11,9,0
13167,4.0,6,6,0
28986,3.0,60,60,10
11478,4.0,17,14,0
1520,3.0,25,25,4
3031,0.0,180,150,0
17722,4.0,12,10,0
4684,2.0,20,14,0
10665,4.0,11,9,0
9629,4.0,11,9,0
27097,3.0,67,66,3
3629,3.0,60,37,0
3029,0.0,180,150,0
27756,3.0,67,67,14
15775,4.0,12,10,0
25708,3.0,45,45,5
4119,3.0,60,58,1
22513,3.0,135,135,58
5795,3.0,80,49,0
10394,4.0,11,9,0
23202,3.0,60,59,3
12420,4.0,12,10,0
28410,3.0,65,65,21
8,3.0,25,20,3
13559,4.0,1,1,0
23842,3.0,74,74,23
23643,3.0,74,74,19
26437,3.0,40,40,14
3934,3.0,60,55,0
3848,3.0,60,55,0
26240,3.0,40,40,16
26094,3.0,40,40,22
3596,3.0,50,23,0
5932,3.0,80,50,0
3119,0.0,180,151,0
8077,3.0,51,44,0
30614,3.0,80,74,2
7760,3.0,46,43,0
14300,4.0,6,6,0
25745,3.0,44,45,11
29686,3.0,60,60,19
30039,3.0,60,60,18
29359,3.0,60,60,16
19480,4.0,9,9,0
2856,0.0,180,150,0
13524,4.0,17,14,0
25363,3.0,45,44,1
7308,3.0,46,43,0
21953,3.0,73,73,35
29315,3.0,60,60,13
7948,3.0,51,43,0
3453,0.0,180,152,0
28742,3.0,60,16,0
32031,3.0,65,65,5
3889,3.0,60,56,0
21834,3.0,67,67,13
11791,4.0,9,9,0
1444,3.0,50,50,15
9835,4.0,11,9,0
13961,4.0,2,2,0
6891,3.0,80,52,0
30320,3.0,60,60,19
27209,3.0,67,66,6
22799,3.0,70,70,42
6145,3.0,80,51,0
17219,4.0,18,18,0
15855,4.0,18,18,0
3074,0.0,180,150,0
7810,3.0,46,43,0
19543,4.0,1,1,0
20371,4.0,9,9,0
12876,4.0,17,15,0
29641,3.0,60,60,18
26908,3.0,67,59,2
13691,4.0,1,1,0
1993,3.0,50,50,17
19121,4.0,1,1,0
31728,3.0,75,70,4
6550,3.0,80,54,0
4877,2.0,20,14,0
13945,4.0,12,12,0
7817,3.0,46,43,0
21022,3.0,140,140,25
28089,3.0,65,65,20
22360,3.0,140,135,55
23757,3.0,74,74,23
16571,4.0,17,14,0
26013,3.0,40,40,22
4016,3.0,60,55,1
3649,3.0,60,39,0
6924,3.0,80,52,0
24745,3.0,55,55,63
28696,3.0,65,65,15
27671,3.0,67,67,14
31273,3.0,75,75,4
3063,0.0,180,150,0
2983,0.0,180,150,0
4814,2.0,20,14,0
26390,3.0,40,40,14
30884,3.0,80,75,2
23405,3.0,74,74,9
22802,3.0,70,70,42
10347,4.0,11,9,0
17734,4.0,2,2,0
30090,3.0,60,60,19
14789,4.0,17,14,0
16159,4.0,6,6,0
7551,3.0,46,43,0
28829,3.0,65,64,2
18691,4.0,2,2,0
6404,3.0,80,52,0
15199,4.0,12,12,0
22235,3.0,73,73,36
25853,3.0,44,44,12
13326,4.0,17,14,0
5673,3.0,80,49,0
16276,4.0,1,1,0
4524,2.0,20,16,0
17744,4.0,12,10,0
32004,3.0,65,65,5
10690,4.0,11,9,0
3162,0.0,180,151,0
2150,3.0,25,25,3
11663,4.0,1,1,0
3793,3.0,60,56,0
22500,3.0,65,65,16
9944,4.0,11,9,0
15377,4.0,9,9,0
23281,3.0,125,111,14
17037,4.0,11,8,0
15084,4.0,1,1,0
761,3.0,25,25,6
32272,3.0,55,55,6
25086,3.0,55,55,19
26152,3.0,40,40,21
28226,3.0,65,65,21
31175,3.0,75,75,3
17570,4.0,1,1,0
10458,4.0,11,9,0
14629,4.0,9,9,0
6151,3.0,80,51,0
9250,4.0,11,9,0
35,3.0,25,4,0
30266,3.0,60,60,19
23870,3.0,74,74,25
29538,3.0,60,60,18
25358,3.0,45,44,1
29961,3.0,60,60,18
10419,4.0,11,9,0
16959,4.0,12,12,0
2338,3.0,50,50,11
10033,4.0,11,9,0
21490,3.0,140,140,44
11829,4.0,18,18,0
16076,4.0,17,14,0
9838,4.0,11,9,0
26996,3.0,67,59,2
26617,3.0,40,40,15
4019,3.0,60,55,1
12196,4.0,12,12,0
7935,3.0,51,43,0
4444,3.0,50,21,0
23591,3.0,74,74,15
8027,3.0,51,43,0
18682,4.0,18,18,0
31268,3.0,75,75,4
8868,3.0,55,43,0
23562,3.0,74,74,19
19927,4.0,17,15,0
10013,4.0,11,9,0
404,3.0,25,25,5
20635,3.0,140,138,17
11318,4.0,9,9,0
17608,4.0,12,12,0
1375,3.0,50,50,15
14545,4.0,1,1,0
19268,4.0,1,1,0
24073,3.0,74,74,30
1429,3.0,50,50,15
2033,3.0,25,25,4
10926,4.0,1,1,0
4216,3.0,50,50,6
30726,3.0,80,74,2
19490,4.0,11,8,0
18042,4.0,2,2,0
8568,3.0,55,43,0
21337,3.0,140,140,33
16472,4.0,17,14,0
20890,3.0,140,140,19
7468,3.0,46,43,0
4092,3.0,60,57,1
14506,4.0,12,12,0
5536,3.0,80,49,0
24306,3.0,59,59,47
14307,4.0,1,1,0
15555,4.0,12,10,0
29679,3.0,60,60,19
21140,3.0,73,73,24
14426,4.0,17,14,0
21259,3.0,140,140,30
24598,3.0,55,55,57
29976,3.0,60,60,18
16823,4.0,18,18,0
3882,3.0,60,56,0
28973,3.0,65,64,5
26625,3.0,40,40,15
29861,3.0,60,60,18
31635,3.0,75,74,5
25690,3.0,45,45,9
13441,4.0,9,9,0
24743,3.0,55,55,61
16977,4.0,18,18,0
28465,3.0,65,65,22
31723,3.0,75,70,4
31475,3.0,75,75,4
25876,3.0,40,40,21
27545,3.0,67,67,9
24106,3.0,74,74,29
25145,3.0,50,3,0
27882,3.0,67,67,16
9910,4.0,11,9,0
27549,3.0,67,67,9
5787,3.0,80,49,0
1940,3.0,25,25,4
29074,3.0,60,60,9
6779,3.0,80,52,0
27151,3.0,67,67,4
5018,2.0,20,14,0
381,3.0,25,25,7
30234,3.0,60,60,19
18328,4.0,2,2,0
17648,4.0,18,18,0
2563,3.0,50,9,0
541,3.0,50,50,12
17300,4.0,12,12,0
