,3.0,25,3,0
10424,4.0,11,9,0
7717,3.0,46,43,0
24552,3.0,55,55,61
26248,3.0,40,40,15
24429,3.0,59,59,49
20093,4.0,1,1,0
4607,2.0,20,14,0
3567,0.0,180,153,0
3939,3.0,60,55,0
21969,3.0,67,67,13
23612,3.0,74,74,22
31880,3.0,65,65,8
12723,4.0,1,1,0
25495,3.0,45,45,1
2427,3.0,25,25,9
13391,4.0,18,18,0
3018,0.0,180,150,0
30,3.0,25,7,0
11711,4.0,1,1,0
6301,3.0,80,52,0
21256,3.0,140,140,31
18816,4.0,17,15,0
17799,4.0,12,10,0
13285,4.0,12,12,0
18306,4.0,2,2,0
13581,4.0,1,1,0
5426,3.0,80,45,0
27746,3.0,67,67,14
4571,2.0,20,15,0
29126,3.0,60,60,9
27373,3.0,67,67,6
4513,2.0,20,15,0
19828,4.0,17,15,0
28274,3.0,65,65,20
20,3.0,25,20,3
18385,4.0,18,18,0
4712,2.0,20,14,0
9708,4.0,11,9,0
2288,3.0,25,25,3
17873,4.0,11,8,0
30232,3.0,60,60,19
23845,3.0,74,74,23
31968,3.0,65,65,5
4793,2.0,20,14,0
14298,4.0,11,8,0
26183,3.0,40,40,21
12461,4.0,11,8,0
28861,3.0,65,64,3
13017,4.0,18,18,0
26643,3.0,40,40,15
27341,3.0,67,67,6
26784,3.0,40,40,14
17506,4.0,17,14,0
29707,3.0,60,60,19
27187,3.0,67,66,3
12569,4.0,1,1,0
25376,3.0,45,44,1
31833,3.0,65,65,7
29880,3.0,60,60,19
7477,3.0,46,43,0
944,3.0,25,25,4
29984,3.0,60,60,18
205,3.0,50,47,8
18115,4.0,11,8,0
9041,4.0,11,9,0
30915,3.0,80,75,2
5396,3.0,80,49,0
2461,3.0,50,50,10
19346,4.0,12,12,0
2027,3.0,25,25,4
10294,4.0,11,9,0
2525,3.0,25,23,1
2528,3.0,25,23,1
8963,3.0,55,43,0
11157,4.0,1,1,0
17286,4.0,17,14,0
23222,3.0,65,65,19
2220,3.0,25,25,12
31103,3.0,80,74,3
17664,4.0,11,8,0
28062,3.0,65,65,20
15732,4.0,2,2,0
8258,3.0,51,44,0
3456,0.0,180,152,0
11777,4.0,1,1,0
14005,4.0,2,2,0
4552,2.0,20,15,0
17163,4.0,1,1,0
18935,4.0,18,18,0
19387,4.0,17,14,0
17352,4.0,17,14,0
28651,3.0,65,65,21
12701,4.0,1,1,0
26011,3.0,40,40,22
3817,3.0,60,56,0
7471,3.0,46,43,0
14855,4.0,17,14,0
21672,3.0,67,67,12
28667,3.0,65,52,0
21929,3.0,73,73,35
2818,0.0,180,150,0
11222,4.0,2,2,0
29179,3.0,60,60,9
4951,2.0,20,13,0
13783,4.0,6,6,0
14326,4.0,18,18,0
29975,3.0,60,60,18
13379,4.0,1,1,0
8377,3.0,51,44,0
27034,3.0,67,64,2
15674,4.0,9,9,0
27709,3.0,67,67,11
29033,3.0,60,60,9
17167,4.0,1,1,0
8562,3.0,55,43,0
22299,3.0,67,67,14
28732,3.0,60,7,0
2739,0.0,180,151,0
12033,4.0,9,9,0
21128,3.0,73,73,24
4477,3.0,50,21,0
29223,3.0,60,60,9
10696,4.0,11,9,0
13641,4.0,12,10,0
6698,3.0,80,56,0
20463,4.0,1,1,0
13102,4.0,12,10,0
23784,3.0,74,74,23
30377,3.0,60,60,18
15645,4.0,1,1,0
28412,3.0,65,65,22
26917,3.0,67,59,2
17267,4.0,12,12,0
18793,4.0,17,14,0
4497,2.0,20,16,0
9975,4.0,11,9,0
18566,4.0,11,8,0
14833,4.0,17,14,0
27558,3.0,67,67,11
16162,4.0,1,1,0
7038,3.0,80,52,0
7442,3.0,46,43,0
20206,4.0,9,9,0
21031,3.0,140,140,25
24646,3.0,55,55,59
9359,4.0,11,9,0
29994,3.0,60,60,19
16428,4.0,17,14,0
2459,3.0,25,25,0
28844,3.0,65,63,4
777,3.0,25,25,8
10901,4.0,6,6,0
12307,4.0,11,8,0
14348,4.0,18,18,0
24946,3.0,55,55,60
4036,3.0,60,54,1
8217,3.0,51,44,0
30235,3.0,60,60,19
29896,3.0,60,60,20
28925,3.0,65,65,4
26150,3.0,40,40,21
7153,3.0,80,52,0
30186,3.0,60,60,20
15375,4.0,12,12,0
25975,3.0,40,40,22
10198,4.0,11,9,0
27189,3.0,67,66,6
4386,3.0,50,49,0
30031,3.0,60,60,18
20431,4.0,18,18,0
17718,4.0,12,12,0
13111,4.0,9,9,0
55,3.0,50,0,0
260,3.0,25,21,4
26274,3.0,40,40,15
19422,4.0,1,1,0
5407,3.0,80,53,0
26189,3.0,40,40,21
24875,3.0,55,55,60
32113,3.0,65,65,4
6289,3.0,80,52,0
30823,3.0,80,74,2
3140,0.0,180,151,0
6420,3.0,80,52,0
15847,4.0,1,1,0
15445,4.0,12,10,0
8915,3.0,55,43,0
13347,4.0,18,18,0
8287,3.0,51,44,0
30061,3.0,60,60,18
26168,3.0,40,40,21
559,3.0,50,50,12
23557,3.0,74,74,19
25420,3.0,45,45,1
4489,2.0,20,16,0
20544,4.0,1,1,0
12120,4.0,11,8,0
28392,3.0,65,65,22
19748,4.0,1,1,0
30196,3.0,60,60,20
25768,3.0,44,44,12
10091,4.0,11,9,0
27348,3.0,67,67,6
7913,3.0,51,43,0
4068,3.0,60,55,1
2187,3.0,25,25,13
14754,4.0,1,1,0
30892,3.0,80,75,2
13093,4.0,1,1,0
9992,4.0,11,9,0
17325,4.0,6,6,0
8686,3.0,55,43,0
5804,3.0,80,49,0
4108,3.0,60,57,1
3577,0.0,180,153,0
23314,3.0,125,124,21
32069,3.0,65,65,5
3672,3.0,60,42,0
26927,3.0,65,65,21
7514,3.0,46,43,0
7699,3.0,46,43,0
31686,3.0,75,74,3
30402,3.0,60,60,18
20138,4.0,12,12,0
9676,4.0,11,9,0
25844,3.0,44,44,12
20429,4.0,2,2,0
19354,4.0,17,14,0
17302,4.0,9,9,0
11166,4.0,12,10,0
23676,3.0,74,74,22
9847,4.0,11,9,0
21456,3.0,67,67,9
30637,3.0,80,74,2
30857,3.0,80,75,2
6980,3.0,80,52,0
29371,3.0,60,60,14
21894,3.0,67,67,13
7443,3.0,46,43,0
32032,3.0,65,65,5
19098,4.0,2,2,0
24814,3.0,55,55,61
11434,4.0,17,14,0
7481,3.0,46,43,0
10341,4.0,11,9,0
11534,4.0,17,15,0
16321,4.0,12,12,0
12449,4.0,12,12,0
22050,3.0,67,67,14
22267,3.0,140,140,49
27277,3.0,67,67,6
20697,3.0,60,31,0
31421,3.0,75,75,4
31191,3.0,75,75,3
4450,3.0,50,21,0
23736,3.0,74,74,22
29089,3.0,60,60,9
24551,3.0,55,55,61
19606,4.0,18,18,0
19764,4.0,12,12,0
1343,3.0,25,25,3
26830,3.0,40,40,6
2013,3.0,25,25,12
7455,3.0,46,43,0
20210,4.0,1,1,0
20831,3.0,73,73,17
31885,3.0,65,65,6
6965,3.0,80,52,0
6246,3.0,80,52,0
18802,4.0,1,1,0
13187,4.0,11,8,0
17937,4.0,1,1,0
30610,3.0,80,74,2
7298,3.0,46,43,0
26736,3.0,40,40,14
7651,3.0,46,43,0
21809,3.0,73,73,35
27278,3.0,67,67,6
4388,3.0,50,49,0
12533,4.0,18,18,0
11913,4.0,6,6,0
8828,3.0,55,43,0
28522,3.0,65,65,22
12125,4.0,1,1,0
22176,3.0,67,67,14
992,3.0,25,25,6
10411,4.0,11,9,0
7577,3.0,46,43,0
21788,3.0,73,73,35
20798,3.0,73,73,15
24341,3.0,59,59,48
1177,3.0,50,50,18
8680,3.0,55,43,0
6625,3.0,80,54,0
11801,4.0,11,8,0
15764,4.0,12,10,0
6794,3.0,80,52,0
26261,3.0,40,40,15
11603,4.0,11,8,0
23904,3.0,74,74,25
8677,3.0,55,43,0
20556,4.0,12,12,0
21947,3.0,73,73,35
7305,3.0,46,43,0
21700,3.0,140,140,48
8870,3.0,55,43,0
27542,3.0,67,67,9
10675,4.0,11,9,0
24578,3.0,55,55,59
13940,4.0,1,1,0
12596,4.0,12,10,0
9167,4.0,11,9,0
2665,3.0,50,9,0
31843,3.0,65,65,6
15663,4.0,9,9,0
30754,3.0,80,74,2
5141,2.0,20,16,0
23650,3.0,74,74,22
12655,4.0,17,14,0
12805,4.0,12,10,0
29554,3.0,60,60,18
8042,3.0,51,44,0
4687,2.0,20,14,0
3708,3.0,60,51,0
317,3.0,25,24,5
2907,0.0,180,150,0
28397,3.0,65,65,22
17454,4.0,12,12,0
11279,4.0,18,18,0
20082,4.0,1,1,0
21198,3.0,67,67,8
3387,0.0,180,152,0
17808,4.0,9,9,0
26208,3.0,40,40,21
23233,3.0,125,124,21
16898,4.0,2,2,0
20659,3.0,125,123,33
17591,4.0,2,2,0
24798,3.0,55,55,61
20638,3.0,140,138,17
28249,3.0,65,65,20
4241,3.0,50,50,3
15656,4.0,1,1,0
20460,4.0,6,6,0
25398,3.0,45,45,1
24285,3.0,59,59,46
13583,4.0,11,8,0
31665,3.0,75,72,3
26483,3.0,40,40,15
28459,3.0,65,65,22
26577,3.0,40,40,15
26742,3.0,40,40,14
5065,2.0,20,14,0
4221,3.0,50,50,6
13989,4.0,12,12,0
6795,3.0,80,52,0
26782,3.0,40,40,14
24523,3.0,59,59,49
12536,4.0,1,1,0
22743,3.0,65,65,17
13798,4.0,18,18,0
25531,3.0,45,45,1
7013,3.0,80,52,0
12697,4.0,1,1,0
22384,3.0,140,140,51
2913,0.0,180,150,0
30687,3.0,80,74,2
23355,3.0,55,22,0
15693,4.0,1,1,0
14151,4.0,17,14,0
12854,4.0,17,15,0
31634,3.0,75,74,5
5186,2.0,20,16,0
15358,4.0,2,2,0
28565,3.0,65,65,20
25296,3.0,45,45,1
10113,4.0,11,9,0
4976,2.0,20,13,0
4677,2.0,20,14,0
29601,3.0,60,60,17
28733,3.0,60,7,0
14477,4.0,12,10,0
7544,3.0,46,43,0
15837,4.0,12,12,0
19557,4.0,9,9,0
20010,4.0,12,10,0
15469,4.0,1,1,0
8997,4.0,11,9,0
18237,4.0,9,9,0
4116,3.0,60,56,2
7634,3.0,46,43,0
26139,3.0,40,40,21
30661,3.0,80,74,2
13045,4.0,9,9,0
17403,4.0,12,10,0
950,3.0,25,25,4
15980,4.0,12,12,0
19615,4.0,2,2,0
4564,2.0,20,15,0
17041,4.0,2,2,0
19797,4.0,12,12,0
4073,3.0,60,57,1
24934,3.0,55,55,60
8565,3.0,55,43,0
18619,4.0,1,1,0
2719,0.0,180,151,0
27375,3.0,67,67,6
13904,4.0,6,6,0
23430,3.0,74,74,13
620,3.0,25,25,5
16698,4.0,6,6,0
6707,3.0,80,56,0
58,3.0,50,2,0
2333,3.0,25,25,1
22648,3.0,135,135,59
19394,4.0,12,10,0
26312,3.0,40,40,15
1144,3.0,50,50,18
3716,3.0,60,49,0
5193,2.0,20,16,0
2796,0.0,180,150,0
13175,4.0,12,12,0
12081,4.0,1,1,0
22130,3.0,73,73,35
28171,3.0,65,64,21
31179,3.0,75,75,3
24336,3.0,59,59,48
14460,4.0,17,15,0
857,3.0,25,25,4
9427,4.0,11,9,0
27946,3.0,67,67,16
21638,3.0,73,73,36
30559,3.0,80,74,2
138,3.0,25,25,4
1389,3.0,25,25,12
5965,3.0,80,49,0
2242,3.0,50,50,16
20415,4.0,9,9,0
1750,3.0,50,50,18
14635,4.0,17,14,0
20116,4.0,12,12,0
14288,4.0,9,9,0
22434,3.0,67,67,14
6737,3.0,80,52,0
1231,3.0,50,50,18
21144,3.0,67,67,7
15356,4.0,6,6,0
696,3.0,25,25,7
14388,4.0,6,6,0
11630,4.0,1,1,0
10741,4.0,11,9,0
23159,3.0,70,70,44
12351,4.0,11,8,0
3358,0.0,180,152,0
26778,3.0,40,40,14
2192,3.0,25,25,3
31009,3.0,80,73,3
2358,3.0,25,25,10
30852,3.0,80,75,2
17797,4.0,9,9,0
23444,3.0,74,74,12
2581,3.0,50,9,0
12082,4.0,18,18,0
21864,3.0,67,67,13
28866,3.0,65,64,3
20891,3.0,73,73,15
10107,4.0,11,9,0
26796,3.0,40,40,14
13920,4.0,17,14,0
1111,3.0,50,50,14
24902,3.0,55,55,60
14276,4.0,11,8,0
28228,3.0,65,65,21
5633,3.0,80,49,0
18443,4.0,1,1,0
5446,3.0,80,49,0
5844,3.0,80,49,0
26459,3.0,40,40,15
7619,3.0,46,43,0
26573,3.0,40,40,15
26318,3.0,40,40,14
24170,3.0,74,74,31
15514,4.0,18,18,0
6688,3.0,80,56,0
16642,4.0,9,9,0
13185,4.0,1,1,0
9403,4.0,11,9,0
32006,3.0,65,65,5
9825,4.0,11,9,0
5158,2.0,20,16,0
19815,4.0,18,18,0
12106,4.0,17,15,0
20328,4.0,6,6,0
24139,3.0,74,74,31
19517,4.0,1,1,0
23063,3.0,70,70,45
12203,4.0,18,18,0
5739,3.0,80,49,0
10493,4.0,11,9,0
20566,4.0,1,1,0
27328,3.0,67,67,6
16861,4.0,11,8,0
1794,3.0,25,25,13
1831,3.0,50,50,18
26581,3.0,40,40,15
26212,3.0,40,40,21
15647,4.0,17,14,0
18187,4.0,18,18,0
10429,4.0,11,9,0
2393,3.0,25,25,1
22953,3.0,65,65,16
29733,3.0,60,60,19
22386,3.0,67,67,14
6040,3.0,80,50,0
26661,3.0,40,40,15
29243,3.0,60,60,10
26771,3.0,40,40,14
31827,3.0,65,65,7
4445,3.0,50,21,0
14579,4.0,18,18,0
2868,0.0,180,150,0
29058,3.0,60,60,9
14284,4.0,17,15,0
12938,4.0,2,2,0
3427,0.0,180,152,0
27166,3.0,67,67,3
16619,4.0,11,8,0
4952,2.0,20,13,0
27699,3.0,67,67,11
29387,3.0,60,59,15
880,3.0,50,50,13
5609,3.0,80,49,0
19454,4.0,17,15,0
3555,0.0,180,152,0
17436,4.0,12,10,0
17031,4.0,1,1,0
10428,4.0,11,9,0
31086,3.0,80,74,3
8006,3.0,51,43,0
1781,3.0,25,25,5
20038,4.0,1,1,0
30590,3.0,80,74,2
26925,3.0,65,65,19
26983,3.0,67,62,2
5750,3.0,80,49,0
24640,3.0,55,55,59
12365,4.0,12,10,0
26058,3.0,40,40,22
9146,4.0,11,9,0
22964,3.0,70,70,44
28783,3.0,65,61,2
5319,2.0,20,16,0
24625,3.0,55,55,59
2485,3.0,50,48,6
13592,4.0,1,1,0
7469,3.0,46,43,0
7795,3.0,46,43,0
28277,3.0,65,65,20
24099,3.0,74,74,29
25846,3.0,44,44,12
9043,4.0,11,9,0
2188,3.0,50,50,19
26017,3.0,40,40,22
18526,4.0,2,2,0
1129,3.0,50,50,18
11654,4.0,17,14,0
19609,4.0,1,1,0
18143,4.0,18,18,0
29403,3.0,60,60,15
3963,3.0,60,56,0
31057,3.0,80,75,3
31078,3.0,80,75,3
9770,4.0,11,9,0
1329,3.0,25,25,12
26607,3.0,40,40,15
22421,3.0,73,73,38
19069,4.0,17,15,0
16118,4.0,1,1,0
9141,4.0,11,9,0
6905,3.0,80,52,0
1842,3.0,25,25,13
19831,4.0,11,8,0
11104,4.0,17,14,0
26761,3.0,40,40,14
16301,4.0,9,9,0
3146,0.0,180,151,0
27556,3.0,67,67,11
274,3.0,50,50,8
25282,3.0,45,44,0
20925,3.0,67,67,6
2138,3.0,25,25,3
4603,2.0,20,14,0
2727,0.0,180,151,0
10781,4.0,12,10,0
8153,3.0,51,44,0
4771,2.0,20,15,0
7890,3.0,51,43,0
21273,3.0,67,67,8
7181,3.0,46,43,0
27910,3.0,67,67,16
31658,3.0,75,72,4
6579,3.0,80,53,0
19243,4.0,18,18,0
1611,3.0,25,25,13
2422,3.0,50,50,9
21537,3.0,67,67,9
12714,4.0,11,8,0
26296,3.0,40,40,15
832,3.0,50,50,13
12080,4.0,2,2,0
31117,3.0,80,75,3
13073,4.0,17,14,0
13984,4.0,1,1,0
23986,3.0,74,74,28
21295,3.0,140,140,33
9016,4.0,11,9,0
32131,3.0,65,65,4
10509,4.0,11,9,0
1277,3.0,25,25,8
6455,3.0,80,52,0
13413,4.0,18,18,0
11284,4.0,11,8,0
30239,3.0,60,60,19
20675,3.0,65,28,0
20650,3.0,140,138,17
26831,3.0,40,40,6
2104,3.0,50,50,17
28143,3.0,65,65,21
27357,3.0,67,67,6
4987,2.0,20,14,0
2950,0.0,180,150,0
19607,4.0,17,14,0
26267,3.0,40,40,15
24761,3.0,55,55,61
32041,3.0,65,65,5
18701,4.0,12,10,0
3508,0.0,180,152,0
20136,4.0,17,15,0
31342,3.0,75,74,4
19556,4.0,11,8,0
30866,3.0,80,75,2
3789,3.0,60,56,0
29101,3.0,60,60,9
32057,3.0,65,65,5
1081,3.0,50,50,16
14110,4.0,12,12,0
20248,4.0,12,12,0
13597,4.0,12,10,0
21975,3.0,67,67,13
20926,3.0,140,140,22
19193,4.0,11,8,0
28831,3.0,65,64,2
21101,3.0,73,73,21
12394,4.0,12,12,0
23300,3.0,65,65,17
28330,3.0,65,65,20
11087,4.0,9,9,0
7423,3.0,46,43,0
13671,4.0,11,8,0
7344,3.0,46,43,0
30333,3.0,60,60,19
19882,4.0,17,14,0
11249,4.0,1,1,0
6223,3.0,80,52,0
20844,3.0,67,67,4
21691,3.0,140,140,48
28377,3.0,65,65,22
13147,4.0,2,2,0
6842,3.0,80,52,0
17242,4.0,17,14,0
4257,3.0,50,50,3
20165,4.0,2,2,0
14492,4.0,17,14,0
26711,3.0,40,40,14
2112,3.0,25,25,13
17601,4.0,12,10,0
26241,3.0,40,40,16
12334,4.0,1,1,0
21131,3.0,73,73,24
13848,4.0,9,9,0
12557,4.0,17,15,0
7323,3.0,46,43,0
5433,3.0,80,49,0
4449,3.0,50,21,0
3993,3.0,60,55,1
28863,3.0,65,64,3
18382,4.0,12,10,0
15902,4.0,1,1,0
3298,0.0,180,152,0
13214,4.0,1,1,0
17765,4.0,6,6,0
7511,3.0,46,43,0
26462,3.0,40,40,15
25904,3.0,40,40,19
26025,3.0,40,40,22
13993,4.0,12,10,0
23574,3.0,74,74,19
22430,3.0,73,73,38
31561,3.0,75,75,4
4802,2.0,20,14,0
31574,3.0,75,75,4
24366,3.0,59,59,47
28040,3.0,67,65,18
25504,3.0,45,45,1
4095,3.0,60,57,1
18066,4.0,18,18,0
13143,4.0,11,8,0
4962,2.0,20,13,0
16367,4.0,9,9,0
18164,4.0,1,1,0
17656,4.0,12,10,0
12150,4.0,17,15,0
4638,2.0,20,14,0
7093,3.0,80,53,0
18061,4.0,9,9,0
178,3.0,50,45,8
24400,3.0,59,59,48
21023,3.0,73,73,20
4169,3.0,60,54,3
29834,3.0,60,60,20
26878,3.0,40,28,0
9796,4.0,11,9,0
15245,4.0,9,9,0
21392,3.0,73,73,28
7650,3.0,46,43,0
19964,4.0,9,9,0
9879,4.0,11,9,0
16590,4.0,2,2,0
15100,4.0,12,12,0
12855,4.0,1,1,0
11647,4.0,11,8,0
23879,3.0,74,74,25
10765,4.0,1,1,0
8431,3.0,51,44,0
11508,4.0,2,2,0
25747,3.0,44,45,11
9391,4.0,11,9,0
15873,4.0,6,6,0
2741,0.0,180,151,0
30062,3.0,60,60,18
22125,3.0,67,67,14
615,3.0,25,25,7
6423,3.0,80,52,0
16922,4.0,18,18,0
18525,4.0,12,10,0
31444,3.0,75,75,4
31710,3.0,75,70,4
5848,3.0,80,49,0
24532,3.0,55,55,61
8224,3.0,51,44,0
23445,3.0,74,74,12
5720,3.0,80,49,0
16767,4.0,1,1,0
1627,3.0,50,50,17
19432,4.0,17,15,0
9817,4.0,11,9,0
8706,3.0,55,43,0
9834,4.0,11,9,0
18854,4.0,6,6,0
31310,3.0,75,74,4
11716,4.0,12,10,0
18376,4.0,17,15,0
16634,4.0,2,2,0
4753,2.0,20,15,0
16235,4.0,9,9,0
13191,4.0,2,2,0
9201,4.0,11,9,0
9840,4.0,11,9,0
16681,4.0,17,14,0
13374,4.0,11,8,0
14338,4.0,17,14,0
14484,4.0,12,12,0
6234,3.0,80,51,0
22932,3.0,65,65,16
31396,3.0,75,75,4
31420,3.0,75,75,4
22882,3.0,135,135,59
23989,3.0,74,74,29
12328,4.0,12,12,0
8976,4.0,11,9,0
11176,4.0,6,6,0
28326,3.0,65,65,20
15424,4.0,2,2,0
692,3.0,25,25,5
32218,3.0,65,64,4
2910,0.0,180,150,0
23629,3.0,74,74,19
16098,4.0,17,14,0
27954,3.0,67,67,16
1844,3.0,25,25,5
13931,4.0,17,14,0
383,3.0,25,24,6
4493,2.0,20,15,0
30889,3.0,80,75,2
8205,3.0,51,44,0
4321,3.0,50,50,2
3841,3.0,60,56,0
25322,3.0,45,44,1
19182,4.0,11,8,0
29872,3.0,60,60,19
7073,3.0,80,52,0
30398,3.0,60,60,19
16180,4.0,9,9,0
20902,3.0,140,139,23
12043,4.0,11,8,0
17240,4.0,1,1,0
4557,2.0,20,14,0
20810,3.0,73,73,15
8919,3.0,55,43,0
31663,3.0,75,71,3
1568,3.0,25,25,4
17620,4.0,11,8,0
18960,4.0,1,1,0
13411,4.0,2,2,0
17622,4.0,6,6,0
12646,4.0,1,1,0
12202,4.0,1,1,0
24992,3.0,55,55,60
16712,4.0,1,1,0
2682,3.0,25,7,0
30452,3.0,60,60,17
3062,0.0,180,150,0
5383,3.0,80,49,0
19752,4.0,1,1,0
8172,3.0,51,44,0
8340,3.0,51,44,0
26739,3.0,40,40,14
13825,4.0,11,8,0
11964,4.0,1,1,0
17362,4.0,18,18,0
1245,3.0,25,25,10
6549,3.0,80,54,0
24627,3.0,55,55,59
24701,3.0,55,55,59
13293,4.0,17,14,0
6114,3.0,80,51,0
6664,3.0,80,56,0
24620,3.0,55,55,59
5367,2.0,20,11,0
22301,3.0,73,73,38
17874,4.0,9,9,0
26813,3.0,40,40,14
4612,2.0,20,15,0
9583,4.0,11,9,0
11780,4.0,9,9,0
23930,3.0,74,74,29
5515,3.0,80,49,0
22638,3.0,65,65,17
14233,4.0,9,9,0
22783,3.0,135,135,59
26498,3.0,40,40,15
18712,4.0,12,10,0
17409,4.0,1,1,0
26748,3.0,40,40,14
4568,2.0,20,14,0
13268,4.0,2,2,0
16475,4.0,12,12,0
6116,3.0,80,50,0
30086,3.0,60,60,19
8965,3.0,55,43,0
26599,3.0,40,40,15
14552,4.0,9,9,0
2290,3.0,50,50,11
186,3.0,25,25,4
585,3.0,25,25,7
9063,4.0,11,9,0
4731,2.0,20,15,0
8241,3.0,51,44,0
3270,0.0,180,151,0
17064,4.0,1,1,0
28877,3.0,65,64,3
15125,4.0,6,6,0
21013,3.0,140,140,25
16030,4.0,1,1,0
5637,3.0,80,49,0
16196,4.0,18,18,0
30265,3.0,60,60,19
19154,4.0,1,1,0
18663,4.0,1,1,0
6887,3.0,80,52,0
14045,4.0,11,8,0
6778,3.0,80,52,0
12362,4.0,11,8,0
843,3.0,25,25,8
8034,3.0,51,44,0
30911,3.0,80,75,2
6575,3.0,80,53,0
167,3.0,25,20,4
1460,3.0,25,25,4
23755,3.0,74,74,23
3858,3.0,60,56,0
22933,3.0,135,135,59
5348,2.0,20,15,0
29487,3.0,60,60,16
32172,3.0,65,64,4
5715,3.0,80,49,0
13787,4.0,18,18,0
27215,3.0,67,67,5
6678,3.0,80,56,0
22010,3.0,73,73,35
1217,3.0,25,25,4
14925,4.0,11,8,0
4873,2.0,20,14,0
8381,3.0,51,44,0
910,3.0,50,50,12
22664,3.0,70,70,43
19641,4.0,17,15,0
28515,3.0,65,65,22
19836,4.0,1,1,0
29428,3.0,60,60,15
8713,3.0,55,43,0
2927,0.0,180,150,0
9299,4.0,11,9,0
14052,4.0,17,14,0
16678,4.0,2,2,0
21554,3.0,73,73,36
26372,3.0,40,40,14
12998,4.0,1,1,0
24995,3.0,55,55,60
23865,3.0,74,74,25
14473,4.0,12,12,0
26118,3.0,40,40,21
7203,3.0,55,43,0
6422,3.0,80,52,0
31110,3.0,80,75,3
2877,0.0,180,150,0
7821,3.0,51,43,0
7835,3.0,51,43,0
20928,3.0,67,67,6
8175,3.0,51,44,0
4515,2.0,20,16,0
15915,4.0,11,8,0
29073,3.0,60,60,9
31027,3.0,80,74,3
23168,3.0,70,70,43
25600,3.0,45,45,4
22683,3.0,65,65,17
10695,4.0,11,9,0
21073,3.0,140,140,27
11939,4.0,18,18,0
17470,4.0,2,2,0
8082,3.0,51,44,0
18621,4.0,11,8,0
16270,4.0,12,10,0
31981,3.0,65,65,5
3907,3.0,60,55,0
7074,3.0,80,52,0
21118,3.0,140,140,26
7165,3.0,80,53,0
21621,3.0,67,67,12
4851,2.0,20,14,0
27986,3.0,67,67,16
23036,3.0,70,70,44
25775,3.0,44,44,12
542,3.0,25,25,6
12349,4.0,1,1,0
27000,3.0,67,66,2
29639,3.0,60,60,18
15759,4.0,1,1,0
26006,3.0,40,40,22
24716,3.0,55,55,61
20750,3.0,73,73,15
971,3.0,25,25,6
11950,4.0,18,18,0
24357,3.0,59,59,47
4722,2.0,20,15,0
8921,3.0,55,43,0
21269,3.0,73,73,26
17791,4.0,18,18,0
7813,3.0,46,43,0
29624,3.0,60,60,19
16838,4.0,12,12,0
29871,3.0,60,60,19
8216,3.0,51,44,0
19774,4.0,1,1,0
13540,4.0,9,9,0
15068,4.0,11,8,0
11270,4.0,17,15,0
20428,4.0,12,10,0
25192,3.0,45,41,0
13096,4.0,17,15,0
2899,0.0,180,150,0
1707,3.0,25,25,13
31873,3.0,65,65,8
24720,3.0,55,55,61
9259,4.0,11,9,0
28429,3.0,65,65,22
26653,3.0,40,40,15
16633,4.0,12,10,0
14666,4.0,1,1,0
30451,3.0,60,60,17
16839,4.0,11,8,0
19733,4.0,9,9,0
31929,3.0,65,65,6
11242,4.0,6,6,0
30048,3.0,60,60,18
7189,3.0,46,43,0
2975,0.0,180,150,0
22601,3.0,70,70,43
26824,3.0,40,40,6
7712,3.0,46,43,0
21697,3.0,140,140,48
12831,4.0,17,14,0
1540,3.0,50,50,17
29768,3.0,60,60,19
20962,3.0,140,140,22
32265,3.0,55,54,7
18915,4.0,17,15,0
15364,4.0,12,12,0
11546,4.0,1,1,0
28320,3.0,65,65,20
24315,3.0,59,59,47
11256,4.0,1,1,0
6467,3.0,80,52,0
31104,3.0,80,76,2
5177,2.0,20,16,0
12966,4.0,12,12,0
9695,4.0,11,9,0
6412,3.0,80,52,0
27020,3.0,67,64,2
13142,4.0,12,12,0
9747,4.0,11,9,0
19623,4.0,9,9,0
2917,0.0,180,150,0
8388,3.0,51,44,0
23624,3.0,74,74,19
30383,3.0,60,60,18
12338,4.0,1,1,0
15144,4.0,12,12,0
26369,3.0,40,40,14
3451,0.0,180,152,0
4331,3.0,50,50,2
11531,4.0,1,1,0
6824,3.0,80,52,0
6012,3.0,80,50,0
5601,3.0,80,49,0
30483,3.0,60,60,8
27493,3.0,67,67,9
3648,3.0,60,39,0
17721,4.0,6,6,0
28014,3.0,65,65,18
30357,3.0,60,60,18
25128,3.0,45,39,0
17793,4.0,17,15,0
1901,3.0,25,25,5
27287,3.0,67,67,6
25621,3.0,45,45,3
24410,3.0,59,59,48
18901,4.0,1,1,0
4737,2.0,20,15,0
4831,2.0,20,14,0
28501,3.0,65,65,22
7516,3.0,46,43,0
12407,4.0,9,9,0
354,3.0,25,25,7
29907,3.0,60,60,18
16561,4.0,17,15,0
30154,3.0,60,60,18
7774,3.0,46,43,0
27684,3.0,67,67,14
23367,3.0,55,31,0
13177,4.0,9,9,0
15639,4.0,12,12,0
23114,3.0,70,70,44
26793,3.0,40,40,14
8208,3.0,51,44,0
29699,3.0,60,60,19
13217,4.0,17,15,0
15807,4.0,6,6,0
3204,0.0,180,151,0
12430,4.0,6,6,0
17604,4.0,18,18,0
18189,4.0,17,15,0
30305,3.0,60,60,19
30317,3.0,60,60,19
5261,2.0,20,16,0
20611,4.0,12,12,0
5882,3.0,80,50,0
